source,target,hits,score,score.1
TINCA,TINCA,37,13.92,13.92
AMEIURUS,NEBULOSUS,36,13.47,13.47
OREOCHROMIS,NILOTICUS,35,13.07,13.07
MYOXOCEPHALUS,SCORPIUS,34,13.37,13.37
OSMERUS,EPERLANUS,34,13.31,13.31
FUNDULUS,HETEROCLITUS,33,13.8,13.8
MACQUARIA,AUSTRALASICA,31,13.84,13.84
ONCORHYNCHUS,CLARKI,31,9.49,9.49
AMEIURUS,NATALIS,30,13.25,13.25
COUESIUS,PLUMBEUS,30,13.97,13.97
DREISSENA,POLYMORPHA,30,13.88,13.88
GOBIO,GOBIO,30,12.68,12.68
LATES,NILOTICUS,30,13.09,13.09
ALBURNUS,ALBURNUS,29,13.85,13.85
ALOSA,SAPIDISSIMA,29,12.4,12.4
OREOCHROMIS,MOSSAMBICUS,29,13.28,13.28
BARBUS,BARBUS,28,13.9,13.9
GALAXIAS,OLIDUS,28,13.38,13.38
HYDRILLA,VERTICILLATA,28,13.97,13.97
MERGUS,MERGANSER,28,13.97,13.97
ALOSA,FALLAX,27,12.32,12.32
COREGONUS,HOYI,27,10.72,10.72
MYOXOCEPHALUS,THOMPSONII,27,13.11,13.11
CATOSTOMUS,COMMERSONI,26,13.05,13.05
COREGONUS,ARTEDI,26,10.67,10.67
GAMBUSIA,AFFINIS,26,13.47,13.47
SCOPHTHALMUS,MAXIMUS,25,13.99,13.99
BLICCA,BJOERKNA,24,13.91,13.91
COTTUS,POECILOPUS,24,11.2,11.2
GYRODACTYLUS,SALARIS,24,13.83,13.83
PIMEPHALES,PROMELAS,23,13.61,13.61
POMOXIS,NIGROMACULATUS,23,13.57,13.57
SALVELINUS,CONFLUENTUS,23,9.4,9.4
PARALICHTHYS,OLIVACEUS,22,13.62,13.62
PLEURONECTES,PLATESSA,22,13.81,13.81
ACIPENSER,STURIO,21,13.16,13.16
AMBLOPLITES,RUPESTRIS,21,13.96,13.96
LEPOMIS,CYANELLUS,21,11.44,11.44
MELANOGRAMMUS,AEGLEFINUS,21,13.96,13.96
ACERINA,CERNUA,20,13.36,13.36
ACIPENSER,TRANSMONTANUS,20,13.11,13.11
CARASSIUS,CARASSIUS,20,12.63,12.63
EUBOTHRIUM,SALVELINI,20,13.99,13.99
ALOSA,ALOSA,19,9.815,9.815
EPHEMEROPTERA,PLECOPTERA,19,13.31,13.31
GAMBUSIA,HOLBROOKI,19,13.18,13.18
SEMOTILUS,ATROMACULATUS,19,13.96,13.96
SPARUS,AURATA,19,13.96,13.96
SPRATTUS,SPRATTUS,19,13.96,13.96
CATOSTOMUS,CATOSTOMUS,18,12.68,12.68
CERATOPHYLLUM,DEMERSUM,18,13.88,13.88
CHONDROSTOMA,NASUS,18,13.33,13.33
COTTUS,BAIRDII,18,10.79,10.79
DANIO,RERIO,18,13.96,13.96
ESOX,MASQUINONGY,18,10.43,10.43
ONCHORHYNCHUS,MYKISS,18,9.67,9.67
PROSOPIUM,WILLIAMSONI,18,13.55,13.55
PTYCHOCHEILUS,OREGONENSIS,18,13.55,13.55
SALMO,LINNAEUS,18,8.35,8.35
VIMBA,VIMBA,18,12.69,13.41
BARBATULA,BARBATULA,17,13.88,13.88
COREGONUS,ARTEDII,17,10.08,10.08
ELODEA,CANADENSIS,17,13.69,13.69
CLADOCERA,COPEPODA,16,12.705,12.705
CRASSOSTREA,VIRGINICA,16,13.99,13.99
HUCHO,HUCHO,16,13.95,13.95
MICROPTERUS,DOLOMIEUI,16,12.46,12.46
MORONE,CHRYSOPS,16,12.57,12.57
PACIFASTACUS,LENIUSCULUS,16,13.99,13.99
PERCOPSIS,OMISCOMAYCUS,16,13.95,13.95
ALCEDO,ATTHIS,15,13.99,13.99
ANGUILLA,DIEFFENBACHII,15,10.08,10.08
ASPIUS,ASPIUS,15,13.66,13.66
ENGRAULIS,MORDAX,15,12.65,12.65
GYMNOCEPHALUS,CERNUA,15,12.1,12.1
ASELLUS,AQUATICUS,14,13.94,13.94
DOROSOMA,CEPEDIANUM,14,13.67,13.67
LATES,CALCARIFER,14,12.95,12.95
POECILIA,RETICULATA,14,13.59,13.59
POMATOSCHISTUS,MINUTUS,14,13.94,13.94
APLODINOTUS,GRUNNIENS,13,13.99,13.99
HYPOPHTHALMICHTHYS,MOLITRIX,13,13.61,13.61
MISGURNUS,ANGUILLICAUDATUS,13,13.94,13.94
MONOGENEA,GYRODACTYLIDAE,13,13.84,13.84
MYSIS,DILUVIANA,13,13.27,13.27
MYSIS,RELICTA,13,13.27,13.27
PSEUDOPLEURONECTES,AMERICANUS,13,13.49,13.49
RHINICHTHYS,CATARACTAE,13,13.08,13.08
SCHISTOCEPHALUS,SOLIDUS,13,13.99,13.99
SQUALIUS,CEPHALUS,13,11.83,11.83
THALEICHTHYS,PACIFICUS,13,13.94,13.94
CATOSTOMUS,COMMERSONII,12,11.57,11.57
COBITIS,TAENIA,12,13.5,13.5
COREGONUS,NASUS,12,9.54,9.54
EURYCERCUS,LAMELLATUS,12,13.99,13.99
GAMMARUS,PULEX,12,13,13
GASTROPODA,NEMATODA,12,13.37,13.37
MALLOTUS,VILLOSUS,12,13.99,13.99
NOTEMIGONUS,CRYSOLEUCAS,12,13.94,13.94
PIMEPHALES,NOTATUS,12,12.85,12.85
POMOXIS,ANNULARIS,12,13,13
RANA,TEMPORARIA,12,13.88,13.88
RHINICHTHYS,ATRATULUS,12,13.03,13.03
SCIAENOPS,OCELLATUS,12,13.88,13.88
SOLEA,SOLEA,12,13.99,13.99
GAMMARUS,LACUSTRIS,11,13.14,13.14
LAMPETRA,TRIDENTATA,11,10.2,10.2
LEIOSTOMUS,XANTHURUS,11,13.99,13.99
MYTILUS,EDULIS,11,13.99,13.99
NOTROPIS,HUDSONIUS,11,12.79,12.79
ONCORHYNCHUS,CLARKII,11,8.02,8.02
PARALICHTHYS,DENTATUS,11,12.96,12.96
RICHARDSONIUS,BALTEATUS,11,13.99,13.99
ARDEA,CINEREA,10,13.93,13.93
COTTUS,RICEI,10,9.98,9.98
ICTALURUS,FURCATUS,10,11.96,11.96
LUCIOBARBUS,BOCAGEI,10,13.8,13.8
MENIDIA,MENIDIA,10,13.86,13.86
MUGIL,CEPHALUS,10,11.64,11.64
MYOXOCEPHALUS,THOMPSONI,10,11.98,11.98
NUPHAR,LUTEA,10,13.93,13.93
ACANTHOGOBIUS,FLAVIMANUS,9,13.99,13.99
ANGUILLA,AUSTRALIS,9,9.23,9.23
BELONE,BELONE,9,13.99,13.99
BOREOGADUS,SAIDA,9,13.99,13.99
COBITIS,CALDERONI,9,13.21,13.21
DAPHNIA,LONGISPINA,9,12.38,12.38
PAGRUS,AURATUS,9,11.96,11.96
PLECOGLOSSUS,ALTIVELIS,9,13.99,13.99
PROTERORHINUS,MARMORATUS,9,13.47,13.47
SALAR,TRUTTA,9,8.59,8.59
SQUALIUS,CAROLITERTII,9,13.08,13.08
TRUTTA,LINNAEUS,9,11.06,11.06
ACULEATUS,LINNAEUS,8,10.95,10.95
AEROMONAS,SALMONICIDA,8,13.99,13.99
LIMANDA,LIMANDA,8,13.91,13.91
LUXILUS,CORNUTUS,8,13.75,13.75
MARINUS,LINNAEUS,8,10.98,10.98
ORCONECTES,PROPINQUUS,8,13.35,13.35
PERCICHTHYS,TRUCHA,8,13.99,13.99
PETROMYZON,LINNAEUS,8,9.45,9.45
POMATOMUS,SALTATRIX,8,13.99,13.99
PTYCHOCHEILUS,GRANDIS,8,12.71,12.71
SCOMBER,SCOMBRUS,8,13.99,13.99
ACIPENSER,FULVESCENS,7,11.87,11.87
ANGUILLICOLA,CRASSUS,7,13.41,13.41
CARASSIUS,GIBELIO,7,11.34,11.34
CATOSTOMUS,MACROCHEILUS,7,11.48,11.48
DAPHNIA,HYALINA,7,12.13,12.13
DAPHNIA,PULEX,7,11.74,11.74
DOROSOMA,PETENENSE,7,13,13
ESOX,LINNAEUS,7,8.76,8.76
ETHEOSTOMA,EXILE,7,12.22,12.22
FAGUS,SYLVATICA,7,13.8,13.8
FLUVIATILIS,LINNAEUS,7,10.71,10.71
FUNDULUS,DIAPHANUS,7,12.13,12.13
GALAXIAS,MACULATUS,7,11.76,11.76
GASTEROSTEUS,LINNAEUS,7,9.23,9.23
HYPOPHTHALMICHTHYS,NOBILIS,7,12.9,12.9
LEPOMIS,GULOSUS,7,9.88,9.88
LEPOMIS,MICROLOPHUS,7,9.94,9.94
LUCIUS,LINNAEUS,7,9.305,9.305
MACOMA,BALTHICA,7,13.99,13.99
NOTROPIS,VOLUCELLUS,7,12.25,12.25
ODONTESTHES,BONARIENSIS,7,13.99,13.99
ORCONECTES,RUSTICUS,7,13.22,13.22
PERCA,LINNAEUS,7,8.16,8.16
PHOCA,VITULINA,7,13.99,13.99
PHRAGMITES,AUSTRALIS,7,11.78,11.78
PLATICHTHYS,FLESUS,7,13.8,13.8
PLECOPTERA,TRICHOPTERA,7,12.51,12.51
PODICEPS,CRISTATUS,7,13.99,13.99
POECILIA,LATIPINNA,7,13,13
PYGOSTEUS,PUNGITIUS,7,11.83,11.83
PYLODICTIS,OLIVARIS,7,13.99,13.99
RASTRINEOBOLA,ARGENTEA,7,13.9,13.9
RHINICHTHYS,OSCULUS,7,12.41,12.41
SALAR,LINNAEUS,7,10.68,10.68
SALMO,CLARKI,7,7.05,7.05
SALVELINUS,WILLUGHBII,7,7.71,7.71
SINIPERCA,CHUATSI,7,13.99,13.99
THYMALLUS,SALMONIDAE,7,9.755,9.755
TRICHOPTERA,EPHEMEROPTERA,7,12.45,12.45
BREVOORTIA,TYRANNUS,6,13.99,13.99
BYTHOTREPHES,LONGIMANUS,6,13.99,13.99
CERNUUS,CERNUA,6,11.97,11.97
CHIRONOMUS,PLUMOSUS,6,13.5,13.5
COTTUS,GULOSUS,6,9.23,9.23
CYPRINUS,CARPIO,6,13.67,13.67
ETHEOSTOMA,NIGRUM,6,12.02,12.02
HIPPOGLOSSUS,HIPPOGLOSSUS,6,13.99,13.99
ICHTHYOMYZON,FOSSOR,6,13.88,13.88
LATEOLABRAX,JAPONICUS,6,13.99,13.99
MACCULLOCHELLA,PEELII,6,13.67,13.67
MACQUARIA,AMBIGUA,6,12.09,12.09
MARGARISCUS,MARGARITA,6,13.99,13.99
MICROPTERUS,PUNCTULATUS,6,11.2,11.2
MOLLUSCA,NEMATODA,6,12.58,12.58
MOXOSTOMA,MACROLEPIDOTUM,6,13.26,13.26
MYLOCHEILUS,CAURINUS,6,13.99,13.99
ONCORHYNCHUS,RHODURUS,6,7.16,7.16
PLEURONECTES,AMERICANUS,6,11.88,11.88
PROSOPIUM,CYLINDRACEUM,6,12.45,12.45
SALVELINUS,SPP,6,7.46,7.46
SANDER,CANADENSIS,6,10.23,10.23
THUNNUS,THYNNUS,6,13.67,13.67
TILAPIA,RENDALLI,6,13.33,13.33
ULVARIA,SUBBIFURCATA,6,13.99,13.99
UMBRA,LIMI,6,13.67,13.67
ALOSA,CHRYSOCHLORIS,5,10.09,10.09
ANGUILLA,REINHARDTII,5,8.53,8.53
APOLLONIA,MELANOSTOMA,5,13.73,13.73
BAGRUS,DOCMAK,5,13.99,13.99
BOSMINA,CHYDORUS,5,12.79,12.79
CERCOPAGIS,PENGOI,5,13.99,13.99
CHONDROSTOMA,TOXOSTOMA,5,12.41,12.41
CLONORCHIS,SINENSIS,5,13.99,13.99
COREGONUS,SARDINELLA,5,8.35,8.35
COROPHIUM,VOLUTATOR,5,13.99,13.99
CREPIDOSTOMUM,FARIONIS,5,13.99,13.99
CYNOSCION,REGALIS,5,13.99,13.99
CYPRINELLA,LUTRENSIS,5,13.15,13.15
CYPRINELLA,SPILOPTERA,5,13,13
DREISSENA,BUGENSIS,5,11.99,11.99
DROSOPHILA,MELANOGASTER,5,13.86,13.86
ENGRAULIS,ENCRASICOLUS,5,12.62,12.62
ENTOSPHENUS,TRIDENTATUS,5,13.86,13.86
ETHEOSTOMA,ZONALE,5,11.8,11.8
GALAXIAS,BREVIPINNIS,5,11.34,11.34
HEMIMYSIS,ANOMALA,5,13.99,13.99
HOLOPEDIUM,GIBBERUM,5,13.99,13.99
HOPLIAS,MALABARICUS,5,13.99,13.99
HYPOMESUS,NIPPONENSIS,5,13.99,13.99
ICTIOBUS,CYPRINELLUS,5,13.62,13.62
LAMPETRA,RICHARDSONI,5,9.09,9.09
LEPTOCOTTUS,ARMATUS,5,13.99,13.99
LEUCISCUS,ASPIUS,5,10.23,10.23
MUSCULISTA,SENHOUSIA,5,13.99,13.99
NOTROPIS,STRAMINEUS,5,11.8,11.8
ONCORHYNCUS,MYKISS,5,7.85,7.85
PARVICAPSULA,MINIBICORNIS,5,13.99,13.99
PERCINA,MACULATA,5,12.92,12.92
PROCAMBARUS,CLARKII,5,12.86,12.86
PROSOPIUM,COULTERII,5,12.07,12.07
PSEUDORASBORA,PARVA,5,13.73,13.73
PTYCHOCHEILUS,LUCIUS,5,8.65,8.65
SALMO,SALVELINUS,5,6.59,6.59
SALMONIDAE,COREGONUS,5,12.07,12.07
SALMONIDAE,SALMO,5,12.27,12.27
SALMONIFORMES,SALMONIDAE,5,12.07,12.07
SPIRINCHUS,THALEICHTHYS,5,13.99,13.99
TREMATODA,MONOGENEA,5,13.07,13.07
TYPHA,LATIFOLIA,5,13.62,13.62
ACANTHOPAGRUS,SCHLEGELI,4,13.67,13.67
ALOSA,AESTIVALIS,4,9.76,9.76
ANGUILLICOLOIDES,CRASSUS,4,12.83,12.83
ANOPLOPOMA,FIMBRIA,4,13.99,13.99
CATOSTOMIDAE,SALMONIDAE,4,11.64,11.64
CHAOBORUS,FLAVICANS,4,13.83,13.83
CHELON,LABROSUS,4,13.99,13.99
CHIRONOMIDAE,DIPTERA,4,11.71,11.71
CICHLASOMA,NIGROFASCIATUM,4,13.54,13.54
COREGONUS,FONTANAE,4,8.03,8.03
COREGONUS,OXYRINCHUS,4,8.03,8.03
COREGONUS,SPP,4,7.97,7.97
COREGONUS,ZENITHICUS,4,8.03,8.03
CRANGON,CRANGON,4,13.54,13.54
CYMATOGASTER,AGGREGATA,4,13.99,13.99
CYPRINIFORMES,CYPRINIDAE,4,11.055,11.055
DAPHNIA,BOSMINA,4,11.35,11.35
DAPHNIA,SPP,4,10.89,10.89
DIPHYLLOBOTHRIUM,DITREMUM,4,13.99,13.99
EPHEMEROPTERA,TRICHOPTERA,4,11.17,11.17
ERIMYZON,OBLONGUS,4,13.99,13.99
ESOX,AMERICANUS,4,8.24,8.24
ETHEOSTOMA,CAERULEUM,4,11.54,11.54
GALAXIAS,FASCIATUS,4,11.02,11.02
GALAXIAS,POSTVECTIS,4,11.06,11.06
GILA,ATRARIA,4,13.41,13.41
GOBIOMORPHUS,COTIDIANUS,4,13.3,13.3
LEPISOSTEUS,OSSEUS,4,13.41,13.41
LEPOMIS,HUMILIS,4,9.15,9.15
MERLUCCIUS,MERLUCCIUS,4,13.99,13.99
MYKISS,TRUTTA,4,7.43,7.43
MYRIOPHYLLUM,EXALBESCENS,4,10.93,10.93
MYSIS,MIXTA,4,11.91,11.91
NAMAYCUSH,FONTINALIS,4,9.18,9.18
NEMATODA,ACANTHOCEPHALA,4,13.3,13.3
NOCOMIS,BIGUTTATUS,4,13.83,13.83
NOEMACHEILUS,BARBATULUS,4,13.67,13.67
NYCTICORAX,NYCTICORAX,4,13.99,13.99
ONCHORHYNCHUS,NERKA,4,9.25,9.25
PELECUS,CULTRATUS,4,13.99,13.99
PERCIFORMES,SCIAENIDAE,4,13.54,13.54
PLATYHELMINTHES,MONOGENEA,4,13,13
POLYODON,SPATHULA,4,13.99,13.99
POTAMOGETON,PERFOLIATUS,4,13.09,13.09
SALMO,GAIRDNERII,4,6.27,6.27
SIDA,CRYSTALLINA,4,13.83,13.83
SPARGANIUM,ERECTUM,4,13.83,13.83
THALASSOMA,BIFASCIATUM,4,13.99,13.99
TINCA,LINNAEUS,4,8.875,8.875
TRICHOPTERA,DIPTERA,4,11.9,11.9
URSUS,ARCTOS,4,13.99,13.99
VICTORIA,VICTORIA,4,13.54,13.54
ZOARCES,VIVIPARUS,4,13.99,13.99
ABRAMIS,BALLERUS,3,10.04,10.04
ACIPENSER,RUTHENUS,3,10.75,10.75
ACROCHEILUS,ALUTACEUS,3,13.99,13.99
ALNUS,GLUTINOSA,3,13.99,13.99
ALONELLA,NANA,3,13.99,13.99
AMBYSTOMA,MACRODACTYLUM,3,13.77,13.77
AMMODYTES,TOBIANUS,3,13.77,13.77
ARTEMIA,SALINA,3,13.99,13.99
BOSMINA,COREGONI,3,12.26,12.26
BOSMINA,PULEX,3,11.26,11.26
CAMPOSTOMA,ANOMALUM,3,13.99,13.99
CARPIODES,CYPRINUS,3,13.58,13.58
CATOSTOMIDAE,ICTALURIDAE,3,12.88,12.88
CATOSTOMUS,PLATYRHYNCHUS,3,10.35,10.35
CENTRARCHIDAE,ICTALURUS,3,13.12,13.12
CESTODA,PSEUDOPHYLLIDEA,3,13.12,13.12
CHANNA,PUNCTATUS,3,10.49,10.49
CHEIMARRICHTHYS,FOSTERI,3,13.77,13.77
CHIRONOMUS,RIPARIUS,3,12.77,12.77
CICHLASOMA,CITRINELLUM,3,13.26,13.26
CLADOCERA,BOSMINA,3,11.675,11.675
COLEOPTERA,DIPTERA,3,11.26,11.26
COLOSSOMA,MACROPOMUM,3,13.99,13.99
CORBICULA,FLUMINEA,3,13.99,13.99
COREGONUS,COREGONUS,3,12.19,12.19
COREGONUS,KIYI,3,7.62,7.62
COREGONUS,MARAENA,3,7.62,7.62
COREGONUS,PELED,3,7.62,7.62
COTTUS,CAROLINAE,3,8.29,8.29
COTTUS,PAULUS,3,8.29,8.29
CRANGON,SEPTEMSPINOSA,3,13.26,13.26
CRUSTACEA,DECAPODA,3,12.33,12.33
CTENOPHARYNGODON,IDELLUS,3,13.58,13.58
CYPRINIDAE,ALBURNUS,3,11.12,11.12
DAPHNIA,GALEATA,3,11.03,11.03
DIAPHANOSOMA,BRACHYURUM,3,13.58,13.58
DIPTERA,TRICHOPTERA,3,11.26,11.26
ETHEOSTOMA,CHIENENSE,3,11.15,11.15
FLUVIATILIS,BRAMA,3,10.41,10.41
FLUVIATILIS,RUTILUS,3,9.76,9.76
FUNDULUS,NOTATUS,3,10.68,10.68
GALAXIAS,ARGENTEUS,3,10.68,10.68
GASTEROSTEIDAE,COTTIDAE,3,12.88,12.88
GOBIOMORPHUS,HUBBSI,3,13,13
GYRODACTYLIDAE,MONOGENEA,3,12.68,12.68
HIODON,TERGISUS,3,13.77,13.77
HYPENTELIUM,NIGRICANS,3,13.99,13.99
ICTALURUS,NATALIS,3,9.88,9.88
ICTIOBUS,BUBALUS,3,13.12,13.12
LABIDESTHES,SICCULUS,3,13.99,13.99
LAMPETRA,AYRESI,3,8.37,8.37
LAVARETUS,COREGONUS,3,12.19,12.19
LAVARETUS,LAVARETUS,3,12.88,12.88
LETHENTERON,CAMTSCHATICUM,3,13.26,13.26
LEUCASPIUS,DELINEATUS,3,13.99,13.99
LEUCISCUS,IDUS,3,9.72,9.72
LUCIOBARBUS,GRAELLSII,3,12.49,12.49
LUCIOPERCA,LUCIOPERCA,3,9.48,9.48
LYMNAEA,STAGNALIS,3,13.77,13.77
MACCULLOCHELLA,MACQUARIENSIS,3,13,13
MOXOSTOMA,DUQUESNEI,3,12.49,12.49
MOXOSTOMA,ERYTHRURUM,3,12.49,12.49
NANNOPERCA,OBSCURA,3,11.12,11.12
NOTROPIS,BUCCATUS,3,11.15,11.15
NYMPHAEA,ALBA,3,13.77,13.77
ONCORHYNCHUS,SALMO,3,6.16,6.16
ONCORHYNCUS,KISUTCH,3,8.82,8.82
PANDION,HALIAETUS,3,13.99,13.99
PSEUDODIAPTOMUS,FORBESI,3,13.99,13.99
PTEROPHYLLUM,EIMEKEI,3,13.99,13.99
RETROPINNA,RETROPINNA,3,13.77,13.77
RHINICHTHYS,UMATILLA,3,11.3,11.3
RHODEUS,SERICEUS,3,13.58,13.58
RIVULUS,HARTII,3,13.99,13.99
RUTILUS,ALBURNUS,3,8.695,8.695
SADURIA,ENTOMON,3,13.99,13.99
SALMO,LINNEAUS,3,5.85,5.85
SALMO,MARMORATUS,3,5.85,5.85
SALMONIDAE,SALAR,3,11.77,11.77
SALVELINUS,UMBLA,3,6.49,6.49
SCHILBE,INTERMEDIUS,3,13.99,13.99
SERIOLA,LALANDI,3,13.99,13.99
TELEOSTEI,CICHLIDAE,3,13,13
TELEOSTEI,CYPRINIDAE,3,12.12,12.12
THUNNUS,ORIENTALIS,3,13,13
TRIAENOPHORUS,CRASSUS,3,12.49,12.49
TRICHOPTERA,PLECOPTERA,3,11.27,11.27
TRUTTA,FONTINALIS,3,8.68,8.68
XYRAUCHEN,TEXANUS,3,13.58,13.58
ACANTHOPAGRUS,BUTCHERI,2,13,13
ACTINOPTERYGII,CYPRINIDAE,2,11.83,11.83
ACULEATUS,GASTEROSTEIDAE,2,11.91,11.91
ACULEATUS,PUNGITIUS,2,9.91,9.91
AESHNIDAE,CHIRONOMIDAE,2,12.68,12.68
ALOSA,LINNAEUS,2,7.95,7.95
AMEIURUS,CATUS,2,9.87,9.87
AMERICANUS,LUCIUS,2,7.43,7.43
AMPHIPODA,COPEPODA,2,11.19,11.19
AMPHIPODA,DIPTERA,2,11.04,11.04
ANNULARIS,NIGROMACULATUS,2,11.19,11.19
APHREDODERUS,SAYANUS,2,13.99,13.99
APOLLONIA,MELANOSTOMUS,2,9.48,9.48
ARISTICHTHYS,NOBILIS,2,12.41,12.41
ASTERROPTERYX,SEMIPUNCTATUS,2,13.99,13.99
AUSTROPOTAMOBIUS,PALLIPES,2,13.99,13.99
BAETIDAE,PLECOPTERA,2,11,11
BAETIS,CINYGMULA,2,13.41,13.41
BALLERUS,BALLERUS,2,13.19,13.19
BOSMINA,LONGISPINA,2,11.19,11.19
BOTAURUS,STELLARIS,2,13.99,13.99
BOTHRIOCEPHALUS,ACHEILOGNATHI,2,13.99,13.99
BRACHYCENTRIDAE,COLEOPTERA,2,12.68,12.68
BRACHYMYSTAX,LENOK,2,13.67,13.67
CALDERONI,SQUALIUS,2,13,13
CAMPTOCERCUS,RECTIROSTRIS,2,13.99,13.99
CANADENSIS,VITREUS,2,10.3,10.3
CARCINUS,MAENAS,2,13.99,13.99
CARPIODES,VELIFER,2,13.19,13.19
CATASTOMUS,COMMERSONI,2,11.09,11.09
CATOSTOMUS,DISCOBOLUS,2,9.79,9.79
CATOSTOMUS,ESOCIDAE,2,10.895,10.895
CERATOPOGONIDAE,GASTROPODA,2,13.67,13.67
CESTODA,ACANTHOCEPHALA,2,12.19,12.19
CESTODA,NEMATODA,2,11.14,11.14
CHIRONOMIDAE,AMPHIPODA,2,11.75,11.75
CHIRONOMIDAE,TRICHOPTERA,2,10.64,10.64
CHRYSOPS,SAXATILIS,2,10.16,10.16
CLADOCERA,DAPHNIA,2,12.83,12.83
COGNATUS,RICEI,2,12.19,12.19
COLEOPTERA,LEPIDOPTERA,2,11.83,11.83
COMMERSONII,COULTERII,2,12.54,12.54
CONGER,CONGER,2,13.99,13.99
COPEPODA,DECAPODA,2,11.99,11.99
COTTIDAE,MORONIDAE,2,13.41,13.41
COTTUS,PITENSIS,2,7.71,7.71
COULTERII,BAIRDII,2,11.54,11.54
CRUSTACEA,COPEPODA,2,10.95,10.95
CYANELLUS,GIBBOSUS,2,9.5,9.5
CYCLEPTUS,ELONGATUS,2,13.67,13.67
CYPRINUS,LINNAEUS,2,9,9
DAPHNIA,CARINATA,2,10.47,10.47
DEMERSUM,SPICATUM,2,10.04,10.04
DEROGENES,VARICUS,2,13.99,13.99
DIGENEA,CESTODA,2,13.41,13.41
DIPLOSTOMUM,PHOXINI,2,13.41,13.41
DIPLOSTOMUM,SPATHACEUM,2,13.41,13.41
DIPTERA,CHIRONOMIDAE,2,11.54,11.54
DIPTERA,COLEOPTERA,2,11.475,11.475
DIPTERA,HETEROPTERA,2,11.75,11.75
DIPTERA,ODONATA,2,11.75,11.75
EGERIA,DENSA,2,13.67,13.67
EGRETTA,GARZETTA,2,13.99,13.99
EPHEMERELLA,BAETIS,2,13.99,13.99
