parent,child,hits,score,score.1,Hits,Score
APLOCHEILICHTHYS_PUMILUS,ASTATOREOCHROMIS_ALLUAUDI,1.0,13.41,13.41,1.0,13.41
AQUACULTURA,HUNGARICA,1.0,13.99,13.99,1.0,13.99
ARACHNIDA,ARTHROPODA,1.0,13.41,13.41,1.0,13.41
ARACHNIDAE,COLLEMBOLA,1.0,13.0,13.0,1.0,13.0
ARAPAIMA_GIGAS,TELEOSTEI,2.0,13.0,13.0,2.0,13.0
ASTYANAX,CICHLA,1.0,13.41,13.41,1.0,13.41
ASTYANAX_BIMACULATUS,MOENKHAUSIA_INTERMEDIA,1.0,13.41,13.41,1.0,13.41
ASTYANAX_SCHUBARTI,MOENKHAUSIA_INTERMEDIA,1.0,13.41,13.41,1.0,13.41
ATHERINIDAE,ATHERINOPSIDAE,1.0,13.41,13.41,1.0,13.41
ATHERINOPSIDAE,BLENNIIDAE,1.0,13.99,13.99,1.0,13.99
ATYAEPHYRA,HEMIMYSIS,1.0,13.99,13.99,1.0,13.99
AUSTRALOHEROS_FACETUM,LEPOMIS_GIBBOSUS,1.0,12.19,12.19,1.0,12.19
AUSTRALOHEROS_FACETUS,CYPRINUS,1.0,13.99,13.99,1.0,13.99
AZOLLA_AFRICANA,NYMPHAEA_LOTUS,1.0,13.99,13.99,1.0,13.99
BAETIDAE,HEPTAGENIIDAE,1.0,13.41,13.41,1.0,13.41
BAETIDAE,SIPHLONURIDAE,1.0,13.41,13.41,1.0,13.41
BAGRUS_DOCMAK,SCHILBE_INTERMEDIUS,1.0,13.99,13.99,1.0,13.99
BARBATULA_BARBATULA,SILURUS_GLANIS,1.0,12.41,12.41,1.0,12.41
BARBUS,TROPIDOPHOXINELLUS_ALBURNOIDES,1.0,13.41,13.41,1.0,13.41
BARBUS_BARBUS,ALBURNUS_ALBURNUS,1.0,12.41,12.41,1.0,12.41
BARBUS_PETENYI,LOTA_LOTA,1.0,13.99,13.99,1.0,13.99
BARBUS_SCLATERI,IBEROCHONDROSTOMA_ALMACAI,1.0,13.99,13.99,1.0,13.99
BATRACHIUM,MYRIOPHYLLUM,1.0,13.99,13.99,1.0,13.99
BIVALVIA,CLADOCERA,1.0,12.19,12.19,1.0,12.19
BLEPHAROCERIDAE,DIXIDAE,1.0,13.99,13.99,1.0,13.99
BLUEGILL,LEPOMIS_MACROCHIRUS,11.0,13.6,13.6,11.0,13.6
BRACHIONUS,HEXARTHRA,1.0,13.99,13.99,1.0,13.99
BRACHYCENTRIDAE,PHRYGANEIDAE,1.0,13.0,13.0,1.0,13.0
BRACHYMYSTAX,HUCHO,1.0,13.99,13.99,1.0,13.99
BRYCONAMERICUS_STRAMINEUS,CICHLA_SPP,1.0,13.41,13.41,1.0,13.41
BULLHEAD,COTTUS_GOBIO,15.0,13.09,13.09,15.0,13.09
CAECIDOTEA,LIRCEUS,1.0,13.99,13.99,1.0,13.99
CAENIDAE,BAETIDAE,2.0,13.67,13.67,2.0,13.67
CAENIDAE,DAPHNIDAE,1.0,13.0,13.0,1.0,13.0
CAIOLA,CALLES,1.0,13.99,13.99,1.0,13.99
CALANOIDA,BOSMINA_SPP,1.0,12.68,12.68,1.0,12.68
CALLES,CAMPANA,2.0,13.99,13.99,2.0,13.99
CALLICHTHYIDAE,LORICARIIDAE,1.0,12.68,12.68,1.0,12.68
CALLITRICHE,BATRACHIUM,1.0,13.99,13.99,1.0,13.99
CAMBARIDAE,MACROBRANCHIUM,1.0,13.41,13.41,1.0,13.41
CAMPOSTOMA_ANOMALUM,NOTURUS,1.0,12.68,12.68,1.0,12.68
CAMPOSTOMA_ANOMALUM,SEMOTILUS_ATROMACULATUS,1.0,13.41,13.41,1.0,13.41
CARASSIUS_GIBELIO,LEPOMIS_GIBBOSUS,1.0,12.19,12.19,1.0,12.19
CAREX_RIPARIA,JUNCUS_EFFUSUS,1.0,13.99,13.99,1.0,13.99
CARP,CYPRINUS_CARPIO,1.0,13.41,13.41,1.0,13.41
CARPIODES_CARPIO,ICTALURUS_PUNCTATUS,1.0,12.68,12.68,1.0,12.68
CARPOIDES_CARPIO,LEPISOSTEUS_SPP,1.0,13.0,13.0,1.0,13.0
CATARINA,CORREIA,1.0,13.99,13.99,1.0,13.99
CATONOTUS,ETHEOSTOMA_FLABELLARE,1.0,13.41,13.41,1.0,13.41
CATOSTOMIDAE,CARPIODES_SPP,1.0,13.0,13.0,1.0,13.0
CATOSTOMIDAE,MORONIDAE,1.0,13.0,13.0,1.0,13.0
CATOSTOMUS,CHASMISTES,1.0,13.99,13.99,1.0,13.99
CATOSTOMUS_COMMERSONII,CULAEA_INCONSTANS,1.0,13.99,13.99,1.0,13.99
CENTRARCHIDAE,LEPOMISGIBBOSUS,1.0,12.19,12.19,1.0,12.19
CENTRARCHIDAE,LEPOMIS_GIBBOSUS,2.0,12.41,12.41,2.0,12.41
CENTRARCHIDAE,LEPOMIS_SPP,3.0,12.58,12.58,3.0,12.58
CERAMBYCIDAE,DISTENIIDAE,1.0,13.99,13.99,1.0,13.99
CERATOPHYLLUM,FONTINALIS,1.0,13.99,13.99,1.0,13.99
CERATOPHYLLURN_DEMERSUM,MYRIOPHYLLUM_SPICATUM,1.0,13.99,13.99,1.0,13.99
CERATOPOGONIDAE,TABANIDAE,1.0,13.41,13.41,1.0,13.41
CERIODAPHNIA,ROTIFERA,1.0,13.0,13.0,1.0,13.0
CHANNIDAE,CHANNA_ARGUS,1.0,13.99,13.99,1.0,13.99
CHARACIDAE,OSTARIOPHYSI,1.0,12.19,12.19,1.0,12.19
CHARACIDAE,TETRAGONOPTERIDAE,1.0,12.19,12.19,1.0,12.19
CHARACIDAE,TETRAGONOPTERINAE,3.0,13.41,13.41,3.0,13.41
CHARACIDIUM,TRICHOMYCTERUS,1.0,13.99,13.99,1.0,13.99
CHARACIFORMES,ASTYANAX_SPP,1.0,13.41,13.41,1.0,13.41
CHARACIFORMES,CHARACIDAE,1.0,12.41,12.41,1.0,12.41
CHIRONOMID,DIET,2.0,12.335,12.335,2.0,12.335
CHIRONOMID,DIPOREIA,1.0,12.68,12.68,1.0,12.68
CHIRONOMID,IMPORTANCE,1.0,13.0,13.0,1.0,13.0
CHIRONOMID,INSECT,1.0,13.0,13.0,1.0,13.0
CHLOROPHYTA,SCENEDESMUS,1.0,13.99,13.99,1.0,13.99
CHYDORIDAE,ROTIFERA,1.0,13.0,13.0,1.0,13.0
CICADELLIDAE,ONISCIDEA,1.0,13.41,13.41,1.0,13.41
CICHLASOMA_UROPHTHALMUS,HEMICHROMIS_LETOURNEUXI,1.0,13.99,13.99,1.0,13.99
CICHLA_PIQUITI,OREOCHROMIS_NILOTICUS,1.0,13.99,13.99,1.0,13.99
CICHLIDAE,MONODACTYLIDAE,1.0,12.19,12.19,1.0,12.19
CICONIA_CICONIA,MILVUS_NIGRANS,1.0,13.99,13.99,1.0,13.99
CLADOCERA,COPEPODA,5.0,12.68,12.68,5.0,12.68
CLADOCERA,DAPHNIA,1.0,13.99,13.99,1.0,13.99
CLADONIA,VACCINIUM,1.0,13.99,13.99,1.0,13.99
CLARIAS_GARIEPINUS,HYPOSTOMUS_SPP,1.0,13.0,13.0,1.0,13.0
CLARIAS_PLATYCEPHALUS,CLARIAS_PACHYNEMA,1.0,13.99,13.99,1.0,13.99
CLUPEIDAE,ALOSA_PSUEDOHARENGUS,1.0,12.68,12.68,1.0,12.68
CLUPEIDAE,DOROSOMA_CEPEDIANUM,1.0,12.41,12.41,1.0,12.41
CLUPEIDAE,DOROSOMA_SPP,1.0,12.19,12.19,1.0,12.19
COBITIDAE,COBITIS_TAENIA,1.0,13.99,13.99,1.0,13.99
COBITIS_SINENSIS,ODONTOBUTIS_OBSCURUS,1.0,13.99,13.99,1.0,13.99
COBITIS_TAENIA,SILURUS_GLANIS,1.0,12.68,12.68,1.0,12.68
COENAGRIONIDAE,ERPOBDELLIDAE_SPP,1.0,13.0,13.0,1.0,13.0
COLEOPTERA,HEMIPTERA,4.0,12.09,12.09,4.0,12.09
COLLEMBOLA,COPEPODA,4.0,12.6,12.6,4.0,12.6
COMPETITOR,SALVELINUS_ALPINUS,1.0,12.41,12.41,1.0,12.41
CONCHOSTRACA,DECAPODA,1.0,13.99,13.99,1.0,13.99
COPEPODA,ACARINA,1.0,12.41,12.41,1.0,12.41
COPEPODA,OSTRACODA,2.0,12.41,12.41,2.0,12.41
COREGONUS,IUVURETUS,1.0,12.41,12.41,1.0,12.41
COREGONUS,ZAVARETUS,2.0,13.19,13.19,2.0,13.19
COTTUS_COGNATUS,COUESIUS_PLUMBEUS,1.0,13.41,13.41,1.0,13.41
COTTUS_COGNATUS,SOREX_SPP,1.0,12.68,12.68,1.0,12.68
COTTUS_GOBIO,BARBATULA_BARBATULA,1.0,13.41,13.41,1.0,13.41
COTTUS_NOZAWAE,PARAHUCHO_PERRYI,1.0,13.99,13.99,1.0,13.99
COTTUS_TALHPOOSAE,COTTUS_CAROLINAE,1.0,13.0,13.0,1.0,13.0
CRENICICHLA_TENDYBAGUASSU,GYMNOGEOPHAGUS,1.0,13.41,13.41,1.0,13.41
CRUSTACEA,CYMOTHOIDAE,1.0,13.99,13.99,1.0,13.99
CTENOGOBIUS,ACROSSOCHEILUS_FASCIATUS,1.0,13.99,13.99,1.0,13.99
CTENOPOMA_CTENOTIS,COPEIA,1.0,13.99,13.99,1.0,13.99
CYCLEPTUS_ELONGATUS,ICTIOBUS_SPP,1.0,13.99,13.99,1.0,13.99
CYCLOPOIDA,CALANOIDA,1.0,13.99,13.99,1.0,13.99
CYPRINELLA,PIMEPHALES,2.0,13.19,13.19,2.0,13.19
CYPRINELLA_CALLITAENIA,NOTROPIS_HYPSILEPIS,1.0,13.99,13.99,1.0,13.99
CYPRINELLA_SPILOPTERA,LUXILUS_CHRYSOCEPHALUS,1.0,13.0,13.0,1.0,13.0
CYPRINELLA_WHIPPLEI,LUXILUS_CHRYSOCEPHALUS,1.0,13.0,13.0,1.0,13.0
CYPRINIFORMES,CATOSTOMIDAE,1.0,13.41,13.41,1.0,13.41
CYPRINOIDEA,APODES,1.0,13.99,13.99,1.0,13.99
CYPRINUS_CARPIO,ACANTHORUTILUS_HANDLIRSCHI,1.0,12.41,12.41,1.0,12.41
DAPHNIA,DROSOPHILA,2.0,12.68,12.68,2.0,12.68
DECAPODA,HOMOPTERA,1.0,13.41,13.41,1.0,13.41
DIAPTOMUS,EURYTEMORA,1.0,13.99,13.99,1.0,13.99
DIPLOMYSTIDAE,TRICHOMYCTERIDAE,1.0,12.68,12.68,1.0,12.68
DIPTERA,LEPOMIS,1.0,12.41,12.41,1.0,12.41
DIPTERA,MASS,1.0,12.41,12.41,1.0,12.41
DIXIDAE,RHAGIONIDAE,1.0,13.99,13.99,1.0,13.99
DOROSOMA,PIMEPHALES,1.0,12.41,12.41,1.0,12.41
DOROSOMA_CEPEDIANUM,DOROSOMA_SPP,1.0,12.41,12.41,1.0,12.41
DOROSOMA_CEPEDIANUM,MENIDIA_BERYLLINA,1.0,13.0,13.0,1.0,13.0
DOROSOMA_CEPEDIANUM,POMOXIS_ANNULARIS,1.0,13.0,13.0,1.0,13.0
DOROSOMA_PETENENSE,DOROSOMA_SPP,1.0,13.0,13.0,1.0,13.0
DROSOPHILA,LIRCEUS_FONTINALIS,1.0,13.99,13.99,1.0,13.99
DYTISCIDAE,ERPOBDELLIDAE_SPP,1.0,12.68,12.68,1.0,12.68
EALES,FRIARS,1.0,13.41,13.41,1.0,13.41
EALES,HERBINGER,1.0,13.41,13.41,1.0,13.41
ECDYONURIDAE,HYDROPSYCHIDAE,1.0,13.41,13.41,1.0,13.41
EEL,ANGUILLA_ANGUILLA,109.0,13.36,13.36,109.0,13.36
EGERIA,SAGITTARIA,1.0,13.99,13.99,1.0,13.99
EGG,MYSIS_SPP,1.0,13.0,13.0,1.0,13.0
ELODEA_CANADENSIS,POTAMOGETON_CHEESEMANII,1.0,13.99,13.99,1.0,13.99
EMPIDIDAE,CERATOPOGONIDAE,1.0,13.99,13.99,1.0,13.99
EPHEMERELLIDAE,ECDYONURIDAE,1.0,13.99,13.99,1.0,13.99
EPHEMEROPTERA,NYMPH,11.0,12.96,12.96,11.0,12.96
EPHEMEROPTERA,PLECOPTERA,7.0,12.56,12.56,7.0,12.56
ESOX,LUCIUS,24.0,13.91,13.91,24.0,13.91
ESOX_LUCIUS,LINNAEUS,14.0,12.28,12.28,14.0,12.28
ETHEOSTOMA,PERCIDAE,1.0,12.19,12.19,1.0,12.19
ETHEOSTOMA_NIGRUM,APLODINOTUS_GRUNNIENS,1.0,12.68,12.68,1.0,12.68
ETHEOSTOMA_SPECTABILE,APLODINOTUS_GRUNNIENS,1.0,12.41,12.41,1.0,12.41
ETHEOSTOMA_SPECTABILE,ETHEOSTOMA_FLABELLARE,1.0,13.0,13.0,1.0,13.0
ETHEOSTOMA_SPECTABILE,NOTURUS,1.0,12.41,12.41,1.0,12.41
EUBOTHRIUM_SALVELINI,PROTEOCEPHALUS_LONGICOLLIS,1.0,13.99,13.99,1.0,13.99
FISH,ERO,2.0,12.19,12.19,2.0,12.19
FISH,ETHEOSTOMA_SIMOTERUM,2.0,12.19,12.19,2.0,12.19
FLORIDA,AMMOCRYPTA_BIFASCIA,1.0,13.41,13.41,1.0,13.41
FORMICIDAE,CICADELLIDAE,1.0,13.0,13.0,1.0,13.0
FORMICIDAE,HYMENOPTERA,1.0,12.19,12.19,1.0,12.19
FUNDULIDAE,FUNDULUS_SPP,2.0,12.83,12.83,2.0,12.83
FUNDULIDAE,ICTALURIDAE,1.0,13.0,13.0,1.0,13.0
FUNDULUS,PIMEPHALES,1.0,12.41,12.41,1.0,12.41
FUNDULUS_DIAPHANUS,FUNDULUS_SPP,2.0,13.0,13.0,2.0,13.0
FUNDULUS_HETEROCLITUS,FUNDULUS_SPP,2.0,12.83,12.83,2.0,12.83
FUNDULUS_JULISIA,NEOCHANNA_DIVERSUS,1.0,13.99,13.99,1.0,13.99
GALAXIAS_OCCIDENTALIS,GALAXIELLA_MUNDA,1.0,13.99,13.99,1.0,13.99
GALEOCHARAX_KNERII,HYPOSTOMUS_SPP,1.0,13.0,13.0,1.0,13.0
GAMHUSIA_HOLBROOKI,LEPOMIS_MARGINATUS,1.0,13.41,13.41,1.0,13.41
GAMMARIDAE,FORMICIDAE,1.0,13.41,13.41,1.0,13.41
GASTEROSTEUS,PUNGITIUS_PUNGITIUS,1.0,13.41,13.41,1.0,13.41
GASTEROSTEUS,RANUNUCULUS_SPP,1.0,13.41,13.41,1.0,13.41
GASTROPODA,CONCHOSTRACA,1.0,13.0,13.0,1.0,13.0
GASTROPODA,UNIONIDAE,1.0,12.41,12.41,1.0,12.41
GILA_ROBUSTA,CATOSTOMUS_DISCOBOLUS,1.0,13.41,13.41,1.0,13.41
GLYCERIA_FLUITANS,PHALARISS_ARUNDINACEA,1.0,13.99,13.99,1.0,13.99
GNATHOPOGON_IMBERBIS,ERYTHROCULTER_ILISHAEFORMIS,1.0,13.0,13.0,1.0,13.0
GOBIESOCIFORMES,LOPHIIFORMES,1.0,13.99,13.99,1.0,13.99
GOBIIDAE,NEOGOBIUS_MELANOSTOMUS,2.0,13.19,13.19,2.0,13.19
GOBIOCYPRIS_RARUS,PROCYPRIS_RABAUDI,1.0,13.99,13.99,1.0,13.99
GOBIOIDEI,PREDATOR-PREY,1.0,12.19,12.19,1.0,12.19
GOBIUSCULUS_FLAVESCENS,GOBIIDAE,1.0,12.68,12.68,1.0,12.68
GYMNOCEPHALUS_CERNUUS,GADUS_MORHUA,1.0,13.0,13.0,1.0,13.0
GYMNOCEPHALUS_CERNUUS,NEOGOBIUS_MELANOSTOMUS,1.0,12.41,12.41,1.0,12.41
GYMNOGEOPHAGUS_GYMNOGENYS,GYMNOGEOPHAGUS,1.0,13.41,13.41,1.0,13.41
HAEMULIDAE,MONODACTYLIDAE,1.0,13.0,13.0,1.0,13.0
HARPACTICOIDA,UNIONIDAE,1.0,13.0,13.0,1.0,13.0
HEMICULTER_LEUCISCULUS,ERYTHROCULTER_ILISHAEFORMIS,1.0,13.0,13.0,1.0,13.0
HEMIGRAMMUS_ERYTHROZONUS,CHARACIDAE,1.0,12.68,12.68,1.0,12.68
HEMIPTERA,ARACHNIDAE,1.0,12.41,12.41,1.0,12.41
HEMIPTERA,CICADELLIDAE,1.0,12.19,12.19,1.0,12.19
HEMIPTERA,GAMMARIDAE,1.0,12.19,12.19,1.0,12.19
HEPHAESTUS_FULIGINOSUS,LEIOPOTHERAPON_UNICOLOR,1.0,13.41,13.41,1.0,13.41
HEPTAGENIIDAE,HYDROPSYCHIDAE,1.0,13.41,13.41,1.0,13.41
HETEROPTERA,ARANEIDA,1.0,13.0,13.0,1.0,13.0
HEXARTHRA,TRICHOCERCA,1.0,13.99,13.99,1.0,13.99
HIODONTIDAE,HIODON_SPP,1.0,13.99,13.99,1.0,13.99
HOLOPEDIUM_GIBBERUM,LEPTODORA_KINDTII,1.0,13.99,13.99,1.0,13.99
HOMOPTERA,HYDRACARINA,1.0,13.99,13.99,1.0,13.99
HUCHO,PARAHUCHO,1.0,13.41,13.41,1.0,13.41
HYALELLA_AZTECA_PREFERIDA,LEPOMIS,1.0,13.99,13.99,1.0,13.99
HYBOGNATHUS,ICTIOBUS,1.0,13.99,13.99,1.0,13.99
HYBOGNATHUS_ARGRYTUS,NOTROPIS_TOPEKA,1.0,13.99,13.99,1.0,13.99
HYBOGNATHUS_NUCHALIS,NOTROPIS_TEXANUS,1.0,13.99,13.99,1.0,13.99
HYBOPSIS,PIMEPHALES,1.0,12.41,12.41,1.0,12.41
HYBOPSIS_AMBLOPS,LUXILUS_CHRYSOCEPHALUS,1.0,13.0,13.0,1.0,13.0
HYDRACARINA,UNIONIDAE,1.0,13.0,13.0,1.0,13.0
HYDRAENIDAE,EMPIDIDAE,1.0,13.99,13.99,1.0,13.99
HYDRILLA_VERTICILLATA,POTAMOGETON_ILLINOENSIS,1.0,13.99,13.99,1.0,13.99
HYDROPSYCHIDAE,LEPTOPHLEBIDAE,1.0,13.99,13.99,1.0,13.99
HYMENOPTERA,COLEOPTERA,1.0,12.19,12.19,1.0,12.19
HYMENOPTERA,FORMICIDAE,1.0,12.41,12.41,1.0,12.41
HYMENOPTERA,ORTHOPTERA,1.0,12.68,12.68,1.0,12.68
HYPOSTOMUS_URUGUAYENSIS,PROCHILODUS_LINEATUS,1.0,13.99,13.99,1.0,13.99
ICHTHYOMYZON_BDELLIUM,CAMPOSTOMA_OLIGOLEPIS,1.0,13.41,13.41,1.0,13.41
ICTALURIDAE,AMEIURUS_SPP,2.0,13.0,13.0,2.0,13.0
ICTALURUS,MICROPTERUS_SALMOIDES,1.0,13.0,13.0,1.0,13.0
ICTALURUS_FURCATUS,ICTALURUS_SPP,1.0,12.68,12.68,1.0,12.68
ICTALURUS_FURCATUS,ICTIOBUS_BUBALUS,1.0,13.41,13.41,1.0,13.41
ICTALURUS_PUNCTATUS,ICTALURUS_SPP,1.0,12.68,12.68,1.0,12.68
ICTALURUS_PUNCTATUS,PYLODICTIS_OLIVARIS,1.0,13.41,13.41,1.0,13.41
ICTIOBUS_BUBALUS,LEPISOSTEUS_SPP,1.0,13.0,13.0,1.0,13.0
INSECT,CHIRONOMIDAE,1.0,13.41,13.41,1.0,13.41
INSECT,TRICHOPTERA,1.0,12.19,12.19,1.0,12.19
INVERTEBRATE,COLLEMBOLA,1.0,13.41,13.41,1.0,13.41
INVERTEBRATE,PLECOPTERA,1.0,13.99,13.99,1.0,13.99
IOTICHTHYS_PHLEGETHONTIS,RHADINOCENTRIS_ORNATUS,1.0,13.99,13.99,1.0,13.99
ISOPODA,ONISCIDEA,1.0,13.0,13.0,1.0,13.0
ISOPODA,TURBELLARIA,1.0,13.41,13.41,1.0,13.41
KERATELLA,POLYARTHRA,1.0,13.99,13.99,1.0,13.99
LABEO_BATESII,TILAPIA_THOLLONI,1.0,13.99,13.99,1.0,13.99
LABRATREMA,MINIMUS,1.0,13.99,13.99,1.0,13.99
LAMPETRA,CAMPOSTOMA_OLIGOLEPIS,1.0,13.0,13.0,1.0,13.0
LARVA,CHIRONOMUS_PLUMOSUS,1.0,13.0,13.0,1.0,13.0
LATINA,LATIUM,1.0,13.99,13.99,1.0,13.99
LEPIDOPTERA,LEPIDOPTERA,1.0,12.68,12.68,1.0,12.68
LEPIDOSTOMATIDAE,PHRYGANEIDAE,1.0,13.0,13.0,1.0,13.0
LEPISOSTEIDAE,LEPISOSTEUS_SPP,1.0,13.0,13.0,1.0,13.0
LEPISOSTEUS_OCULATUS,LEPISOSTEUS_OSSEUS,1.0,13.99,13.99,1.0,13.99
LEPISOSTEUS_OSSEUS,CATCH,1.0,13.99,13.99,1.0,13.99
LEPOMIS_CYANELLUS,MICROPTERUS_SALMOIDES,1.0,13.0,13.0,1.0,13.0
LEPOMIS_MACROCHIRUS,LEPOMIS_SPP,2.0,12.29,12.29,2.0,12.29
LEPTODORA_KINDTII,BYTHOTREPHES_LONGIMANUS,1.0,13.41,13.41,1.0,13.41
LEPTODORA_KINDTII,POLYPHEMUS_PEDICULUS,1.0,13.41,13.41,1.0,13.41
LEPTOPHLEBIDAE,LIMNEPHILIDAE,1.0,13.99,13.99,1.0,13.99
LETHENTERON_CAMTSCHATICUM,ONCORHYNCHUS_KETA,1.0,12.41,12.41,1.0,12.41
LEUCISCUS_PYRENAICUS,TROPIDOPHOXINELLUS_ALBURNOIDES,1.0,13.41,13.41,1.0,13.41
LIE-IN-WAIT,CRYSTALLARIA_ASPRELLA,1.0,13.99,13.99,1.0,13.99
LIGIA_ITALICA,FABRICIUS,1.0,13.99,13.99,1.0,13.99
LIMNEPHILIDAE,ONDONTOCERIDAE,1.0,13.41,13.41,1.0,13.41
LIMNEPHILIDAE,PHRYGANEIDAE,1.0,12.68,12.68,1.0,12.68
LIMNOCALANUS_MACRURUS,EUDIAPTOMUS_SPP,1.0,13.99,13.99,1.0,13.99
LIMNOLOGIA,BRASILIA,1.0,13.41,13.41,1.0,13.41
LIOBAGRUS_STYANI,SILURUS_ASOTUS,1.0,13.99,13.99,1.0,13.99
LIOBAGRUS_STYANIA,BAGRIDAE,1.0,13.41,13.41,1.0,13.41
LONTRA_CANADENSIS,SANDER_VITREUS,1.0,12.41,12.41,1.0,12.41
LORICARIIDAE,PIMELODIDAE,1.0,13.0,13.0,1.0,13.0
LOTA_LOTA,LINNEAUS,4.0,13.41,13.41,4.0,13.41
LOTA_LOTA,MICROPTERUS_DOLOMIEU,1.0,12.19,12.19,1.0,12.19
LUCIOBARBUS_GRAELLSII,CARASSIUS_AURATUS,1.0,12.68,12.68,1.0,12.68
LUDWIGIA,JUSTICIA,1.0,13.99,13.99,1.0,13.99
LUTJANIDAE,MONODACTYLIDAE,1.0,13.0,13.0,1.0,13.0
LUTRA_LUTRA,ALCEDO_ATTHIS,1.0,12.68,12.68,1.0,12.68
LUTRA_LUTRA,ARDEA_CINERIA,1.0,13.0,13.0,1.0,13.0
LUTRA_LUTRA,EGRETTA_GARZETTA,1.0,13.0,13.0,1.0,13.0
LYTHRURUS_ATRACPICULUS,MICROPTERUS_CATERACTAE,1.0,13.99,13.99,1.0,13.99
MACQUARIA,AMBIGUA,1.0,13.41,13.41,1.0,13.41
MACQUARIA_AMBIGUA,PERCICHTHYIDAE,1.0,12.68,12.68,1.0,12.68
MACRHYBOPSIS_AESTIVALIS,DOROSOMA_CEPEDIANUM,1.0,13.41,13.41,1.0,13.41
MACRHYBOPSIS_GELIDA,PLATYGOBIO_GRACILIS,1.0,13.99,13.99,1.0,13.99
MASTACEMBELIDAE,MASTACEMBELUS_ACULEATUS,1.0,13.41,13.41,1.0,13.41
MEGALOPTERA,EPHEMEROPTERA,2.0,12.41,12.41,2.0,12.41
MESOCYCLOPS,DIAPTOMUS,1.0,13.99,13.99,1.0,13.99
METYNNIS_MACULATUS,PIARACTUS_MESOPOTAMICUS,1.0,13.99,13.99,1.0,13.99
MICROCTENOPOMA_NANUM,CLARIAS_CAMERUNENSIS,1.0,13.99,13.99,1.0,13.99
MICROPTERUS_SALMOIDES,CICHLASOMA_FACETUM,1.0,12.19,12.19,1.0,12.19
MICROPTERUS_SALMOIDES,POMOXIS_SPP,2.0,13.67,13.67,2.0,13.67
